Gene	log2FoldChange (<0 higher in 4, >0 higher in 15)	Padj 4 v 15	log2FoldChange (<0 higher in 15, >0 higher in 20)	Padj 15 v 20	log2FoldChange (<0 higher in 4, >0 higher in 20)	Padj 4 v 20	Gene Name	Pathway
sps_RS18025	0.15976	0.69400	0.10302	0.92521	0.26278	0.48668	sensor histidine kinase	Signal Transduction
sps_RS14430	0.79089	0.09788	-0.37821	0.77336	0.41268	0.48676	PKD domain-containing protein	Post-translational modification, protein turnover, chaperone functions
sps_RS10290	0.71118	0.07459	-0.36139	0.71407	0.34978	0.48699	thymidine kinase	Nucleotide metabolism and transport
sps_RS17975	-0.59272	0.63175	-0.23676	0.94151	-0.82948	0.48742	tRNA-Ala	NA
sps_RS07685	-0.52914	0.24741	0.17204	0.91164	-0.35709	0.48748	nicotinamide riboside transporter PnuC	Coenzyme metabolism
sps_RS22725	-0.05542	0.94750	0.47499	0.67140	0.41957	0.48748	hypothetical protein	Function Unknown
sps_RS09265	1.01450	0.17807	-0.39387	0.87895	0.62063	0.48751	UDP-2,3-diacylglucosamine diphosphatase	Function Unknown
sps_RS06190	-1.22480	0.19609	0.47434	0.88796	-0.75046	0.48792	TIGR02808 family protein	Function Unknown
sps_RS21165	0.75851	0.01162	-0.47756	0.32066	0.28096	0.48830	methyl-accepting chemotaxis protein	Function Unknown
sps_RS04785	0.10766	0.85587	0.22713	0.87126	0.33479	0.48926	sensor domain-containing diguanylate cyclase	Signal Transduction
sps_RS19175	0.56049	0.02337	-0.78857	0.00117	-0.22808	0.48926	PAS domain S-box protein	Signal Transduction
sps_RS01345	-0.08869	0.90864	0.48917	0.61896	0.40048	0.49019	GGDEF domain-containing protein	Signal Transduction
sps_RS02760	0.29309	0.80271	0.39660	0.89550	0.68969	0.49070	cold shock domain protein CspD	Transcription
sps_RS03015	-0.45616	0.67070	-0.24714	0.93172	-0.70330	0.49070	murein L,D-transpeptidase	Function Unknown
sps_RS10270	0.33355	0.28360	-0.08978	0.92696	0.24378	0.49070	hypothetical protein	Function Unknown
sps_RS11285	-2.44349	0.23766	0.81596	0.90662	-1.62752	0.49070	DUF3955 domain-containing protein	NA
sps_RS07615	-0.27053	0.65722	-0.12823	0.93598	-0.39876	0.49176	ABC transporter permease	Function Unknown
sps_RS18290	0.04656	0.98076	0.81441	0.76279	0.86097	0.49289	DegT/DnrJ/EryC1/StrS aminotransferase family protein	Amino Acid metabolis and transport
sps_RS00310	-0.31608	0.61668	0.72312	0.32005	0.40704	0.49366	YigZ family protein	Function Unknown
sps_RS21080	0.61680	0.29636	-0.15781	0.93343	0.45899	0.49366	hypothetical protein	Function Unknown
sps_RS03825	0.26178	0.85568	-1.10937	0.57335	-0.84758	0.49392	ribbon-helix-helix protein, CopG family	Function Unknown
sps_RS15720	-0.29290	0.80924	-0.43093	0.89105	-0.72383	0.49393	Rsd/AlgQ family anti-sigma factor	Transcription
sps_RS17545	0.80623	0.06218	-0.42732	0.67383	0.37891	0.49393	NADH-quinone oxidoreductase subunit N	Energy production and conversion
sps_RS01560	0.14930	0.88249	-0.72152	0.60682	-0.57222	0.49422	hypothetical protein	NA
sps_RS17475	-0.42514	0.45074	0.01878	0.99017	-0.40636	0.49422	TetR/AcrR family transcriptional regulator	Transcription
sps_RS27170	0.02603	0.98684	0.58195	0.76279	0.60798	0.49560	formate dehydrogenase	NA
sps_RS01825	-0.90230	0.11963	0.41464	0.81414	-0.48765	0.49644	30S ribosomal protein S19	Translation
sps_RS03875	0.20634	0.81602	0.31559	0.88901	0.52193	0.49644	quinolinate synthase NadA	Coenzyme metabolism
sps_RS12740	1.04267	0.02114	-0.63178	0.42400	0.41090	0.49666	flotillin	Function Unknown
sps_RS05455	-0.31984	0.65671	0.78024	0.35720	0.46040	0.49684	ureidoglycolate lyase	Nucleotide metabolism and transport
sps_RS16580	-0.57833	0.25983	0.18194	0.91748	-0.39639	0.49684	dicarboxylate/amino acid:cation symporter	Energy production and conversion
sps_RS26125	-1.05139	0.13219	0.48791	0.82337	-0.56348	0.49684	hypothetical protein	NA
sps_RS26440	0.31958	0.35565	-0.05968	0.95723	0.25990	0.49684	patatin	Cell wall/membrane/envelop biogenesis
sps_RS12055	-0.24471	0.59724	-0.06495	0.96217	-0.30966	0.49803	adenylate/guanylate cyclase domain-containing protein	Signal Transduction
sps_RS01010	-0.57833	0.22505	0.20799	0.90265	-0.37034	0.49814	multidrug efflux protein	Function Unknown
sps_RS06840	0.49244	0.30803	-0.12275	0.93495	0.36969	0.49852	endolytic transglycosylase MltG	Nucleotide metabolism and transport
sps_RS19670	-0.29517	0.67678	0.73950	0.38278	0.44434	0.49852	DUF924 domain-containing protein	Function Unknown
sps_RS10530	-0.56157	0.62873	-0.20373	0.94931	-0.76529	0.49927	flavodoxin	Energy production and conversion
sps_RS07050	-0.25340	0.53255	-0.02640	0.98185	-0.27980	0.49984	N-acetyltransferase	Function Unknown
sps_RS17510	2.39658	0.00023	-1.75510	0.02246	0.64149	0.49984	NADH dehydrogenase (quinone) subunit G	Energy production and conversion
sps_RS18145	0.88831	0.05448	-1.29312	0.00467	-0.40481	0.49984	PAS domain S-box protein	Signal Transduction
sps_RS15775	0.13171	0.86500	0.30021	0.87006	0.43191	0.50058	PLP-dependent aminotransferase family protein	Transcription
sps_RS25530	0.35841	0.71880	0.26494	0.92001	0.62334	0.50058	30S ribosomal protein S9	Translation
sps_RS15020	-0.40183	0.65281	-0.17707	0.94050	-0.57891	0.50065	sterol-binding protein	Function Unknown
sps_RS08055	0.65141	0.29218	-0.17738	0.92696	0.47403	0.50086	tetraacyldisaccharide 4'-kinase	Cell wall/membrane/envelop biogenesis
sps_RS03285	0.53727	0.54381	0.07058	0.97550	0.60785	0.50133	MFS transporter	Carbohydrate metabolism and transport
sps_RS13210	0.16678	0.80345	0.22133	0.89913	0.38811	0.50133	hypothetical protein	Function Unknown
sps_RS20630	-0.02519	0.97523	-0.34515	0.78221	-0.37035	0.50245	hypothetical protein	NA
sps_RS06035	-1.40032	0.11300	0.70630	0.77744	-0.69402	0.50266	copper resistance protein B	Inorganic ion transport and metabolism
sps_RS19895	0.35751	0.71504	-0.98476	0.41916	-0.62725	0.50280	hypothetical protein	Function Unknown
sps_RS16250	-0.38620	0.55806	-0.06298	0.97375	-0.44918	0.50296	hypothetical protein	Function Unknown
sps_RS06730	1.23641	0.02931	-0.73166	0.49266	0.50474	0.50337	50S ribosomal protein L32	Translation
sps_RS10930	-0.05198	0.95923	0.53959	0.69589	0.48762	0.50337	hypothetical protein	Function Unknown
sps_RS20565	-1.12606	0.22565	0.42345	0.89913	-0.70261	0.50337	PAP2 family protein	Function Unknown
sps_RS09550	1.99926	0.00005	0.98839	0.17228	2.98765	0.00000	AraC family transcriptional regulator	Transcription
sps_RS12470	-0.08226	0.91339	-0.30894	0.84487	-0.39120	0.50351	sodium:proton antiporter	Inorganic ion transport and metabolism
sps_RS10925	0.02320	0.96038	0.19633	0.80282	0.21953	0.50352	PDZ domain-containing protein	Function Unknown
sps_RS19750	0.22208	0.68821	0.12913	0.92959	0.35122	0.50379	TonB-dependent receptor	Inorganic ion transport and metabolism
sps_RS24425	0.56221	0.22329	-0.20113	0.90122	0.36108	0.50379	DUF2931 domain-containing protein	NA
sps_RS18760	-0.46906	0.64323	-0.18637	0.94361	-0.65543	0.50418	flagellar biosynthesis anti-sigma factor FlgM	Transcription
sps_RS20015	-0.15015	0.87435	-0.37389	0.86688	-0.52405	0.50422	hypothetical protein	NA
sps_RS01525	-0.62494	0.49960	-0.02244	0.99305	-0.64738	0.50472	hypothetical protein	Function Unknown
sps_RS27070	0.57832	0.34955	-0.11799	0.95141	0.46032	0.50472	methyl-accepting chemotaxis protein	Function Unknown
sps_RS17010	0.81054	0.20333	-0.30731	0.88925	0.50323	0.50505	hypothetical protein	Function Unknown
sps_RS01755	-1.02710	0.19679	0.39615	0.88686	-0.63095	0.50531	50S ribosomal protein L1	Translation
sps_RS14115	1.14827	0.04687	-0.64207	0.59261	0.50619	0.50590	response regulator	Signal Transduction
sps_RS24480	-0.13998	0.88096	0.64040	0.60682	0.50041	0.50728	tRNA glutamyl-Q(34) synthetase GluQRS	Translation
sps_RS20250	0.55652	0.43423	-0.04798	0.98185	0.50854	0.50745	phosphopyruvate hydratase	Carbohydrate metabolism and transport
sps_RS04405	-1.39375	0.12028	0.65697	0.80282	-0.73678	0.50804	hypothetical protein	Function Unknown
sps_RS24580	0.97310	0.56752	0.17270	0.97203	1.14580	0.50804	porin family protein	Secondary Structure
sps_RS21175	-0.88280	0.19300	0.34930	0.88155	-0.53350	0.50811	bacterioferritin	Inorganic ion transport and metabolism
sps_RS09445	-1.58645	0.21793	0.62062	0.89180	-0.96583	0.50864	hypothetical protein	Function Unknown
sps_RS07815	0.40058	0.62873	0.12615	0.95620	0.52673	0.50879	uroporphyrinogen-III C-methyltransferase	Coenzyme metabolism
sps_RS24935	-0.34780	0.62635	-0.11336	0.95455	-0.46116	0.50879	DUF1338 domain-containing protein	Function Unknown
sps_RS26465	1.11044	0.07759	-0.57891	0.70701	0.53153	0.50879	pyruvate dehydrogenase (acetyl-transferring), homodimeric type	Energy production and conversion
sps_RS04730	-0.04174	0.97254	-0.50181	0.78779	-0.54355	0.50893	TonB-dependent receptor	Inorganic ion transport and metabolism
sps_RS24110	-0.36753	0.44431	0.03094	0.98236	-0.33660	0.50913	ion transporter	Inorganic ion transport and metabolism
sps_RS14410	0.24504	0.71961	0.17334	0.92363	0.41838	0.50961	hypothetical protein	NA
sps_RS06770	0.56538	0.35544	-0.11418	0.95224	0.45120	0.50965	peptide-methionine (S)-S-oxide reductase	Post-translational modification, protein turnover, chaperone functions
sps_RS25460	-0.11169	0.84743	-0.21206	0.88155	-0.32375	0.50992	replicative DNA helicase	Replication and repair
sps_RS07445	-0.28668	0.39290	0.04576	0.96646	-0.24092	0.51008	hypothetical protein	Replication and repair
sps_RS10710	-0.06303	0.97143	0.79643	0.72756	0.73340	0.51008	IS5/IS1182 family transposase	Replication and repair
sps_RS00205	0.80792	0.17108	-0.33901	0.86634	0.46891	0.51032	DNA topoisomerase (ATP-hydrolyzing) subunit B	Replication and repair
sps_RS00510	-0.13784	0.86823	-0.31850	0.87126	-0.45635	0.51032	flagellar hook-associated protein FlgK	Cell motility
sps_RS03485	0.55229	0.17489	-0.22993	0.86874	0.32236	0.51032	TonB-dependent receptor	Inorganic ion transport and metabolism
sps_RS05855	-0.89729	0.27718	0.27332	0.92001	-0.62397	0.51032	hemolysin III family protein	Function Unknown
sps_RS07925	0.38629	0.74968	0.34450	0.91419	0.73079	0.51032	hypothetical protein	Function Unknown
sps_RS11860	-0.25204	0.51174	0.51413	0.23233	0.26209	0.51032	prephenate dehydratase	Amino Acid metabolis and transport
sps_RS15525	-0.41809	0.43467	0.03877	0.97919	-0.37932	0.51032	uridine phosphorylase	Nucleotide metabolism and transport
sps_RS21385	0.31063	0.56243	0.04788	0.97436	0.35851	0.51032	hypothetical protein	Function Unknown
sps_RS21485	0.05717	0.95725	-0.56036	0.70581	-0.50319	0.51061	tRNA-Met	NA
sps_RS07320	-1.58313	0.24177	0.54506	0.90444	-1.03807	0.51070	hypothetical protein	Post-translational modification, protein turnover, chaperone functions
sps_RS03730	-0.81809	0.28240	0.24754	0.92065	-0.57056	0.51119	hypothetical protein	Function Unknown
sps_RS08540	-0.43177	0.51236	-0.01664	0.99232	-0.44841	0.51119	bile acid:sodium symporter family protein	Function Unknown
sps_RS26785	0.59037	0.47875	-0.01317	0.99469	0.57720	0.51217	type II secretion system protein N	Intracellular trafficking and secretion
sps_RS11035	0.05098	0.96276	-0.55779	0.70701	-0.50681	0.51272	(2E,6E)-farnesyl diphosphate synthase	Coenzyme metabolism
sps_RS02060	0.77554	0.09024	-0.39559	0.73417	0.37995	0.51283	proline hydroxylase	Function Unknown
sps_RS20730	0.08151	0.93054	-0.55978	0.67662	-0.47828	0.51301	NCS2 family permease	Function Unknown
sps_RS18330	0.03950	0.99289	1.37521	0.76757	1.41471	0.51320	dTDP-4-dehydrorhamnose 3,5-epimerase	Cell wall/membrane/envelop biogenesis
sps_RS01405	0.11096	0.83025	0.17712	0.89183	0.28808	0.51395	TonB-dependent siderophore receptor	Inorganic ion transport and metabolism
sps_RS22030	0.48948	0.45932	-0.03083	0.98675	0.45865	0.51395	AcrB/AcrD/AcrF family protein	Function Unknown
sps_RS27255	0.45408	0.37082	-0.08627	0.95821	0.36781	0.51395	hypothetical protein	Function Unknown
sps_RS21170	1.21828	0.16226	-1.91507	0.02936	-0.69680	0.51402	hypothetical protein	NA
sps_RS22535	-1.01029	0.50562	-0.02839	0.99353	-1.03868	0.51460	hypothetical protein	NA
sps_RS16925	0.97590	0.15902	-1.53039	0.02849	-0.55448	0.51477	cation acetate symporter	Function Unknown
sps_RS03780	-0.00909	0.99524	0.55544	0.75171	0.54636	0.51481	GHKL domain-containing protein	Signal Transduction
sps_RS03550	0.25338	0.53337	0.02039	0.98612	0.27377	0.51484	TlpA family protein disulfide reductase	Post-translational modification, protein turnover, chaperone functions
sps_RS02625	-0.60445	0.33714	0.14213	0.94151	-0.46232	0.51600	phosphoenolpyruvate synthase	Carbohydrate metabolism and transport
sps_RS08135	0.48988	0.29257	-0.14160	0.92521	0.34828	0.51688	hypothetical protein	Function Unknown
sps_RS17115	0.53482	0.53386	-1.12195	0.25874	-0.58712	0.51688	hypothetical protein	Function Unknown
sps_RS19605	0.29704	0.61473	0.07980	0.96217	0.37684	0.51763	hypothetical protein	Function Unknown
sps_RS10510	-0.15282	0.94750	1.25748	0.69589	1.10466	0.51803	DUF3718 domain-containing protein	Function Unknown
sps_RS11395	-0.43752	0.50378	-0.00430	0.99748	-0.44182	0.51803	hypothetical protein	Function Unknown
sps_RS13320	-4.05549	0.06795	2.82398	0.49758	-1.23151	0.51803	hypothetical protein	NA
sps_RS17800	-0.16346	0.85568	-0.32261	0.88155	-0.48607	0.51803	DUF479 domain-containing protein	Function Unknown
sps_RS19770	-0.00682	0.99652	0.55532	0.75455	0.54850	0.51803	hypothetical protein	Function Unknown
sps_RS23495	0.67176	0.45830	-0.05008	0.98538	0.62168	0.51803	hypothetical protein	NA
sps_RS23980	-1.08630	0.22565	0.40566	0.89813	-0.68063	0.51897	hypothetical protein	Function Unknown
sps_RS05170	0.50132	0.55180	-1.06628	0.27491	-0.56496	0.51916	type VI secretion system baseplate subunit TssK	Function Unknown
sps_RS07020	-0.24011	0.80679	-0.32007	0.90232	-0.56018	0.51916	tellurium resistance protein TerC	NA
sps_RS15580	-0.46131	0.62595	-0.14092	0.95955	-0.60224	0.51916	anaerobic sulfatase maturase	Function Unknown
sps_RS11910	-0.05259	0.96910	-0.53445	0.80211	-0.58704	0.51936	ribosome maturation factor RimM	Translation
sps_RS19110	-1.04634	0.24942	0.38880	0.90265	-0.65754	0.51960	twitching motility protein PilT	Cell wall/membrane/envelop biogenesis
sps_RS26605	1.17887	0.00856	-0.77911	0.24586	0.39976	0.51963	hypothetical protein	Function Unknown
sps_RS11020	1.40320	0.01716	-0.88650	0.35934	0.51670	0.52024	flagellar motor protein MotB	Cell motility
sps_RS13740	0.22613	0.64394	0.07843	0.95345	0.30456	0.52024	hypothetical protein	Function Unknown
sps_RS14290	0.43342	0.47219	-0.02282	0.98995	0.41060	0.52047	hypothetical protein	Function Unknown
sps_RS06280	-0.19780	0.80208	-0.24799	0.90265	-0.44579	0.52096	isoaspartyl peptidase/L-asparaginase	Amino Acid metabolis and transport
sps_RS13460	0.98091	0.68424	0.51122	0.93502	1.49213	0.52142	hypothetical protein	Function Unknown
sps_RS04715	0.44101	0.25289	-0.15281	0.90530	0.28821	0.52193	hypothetical protein	Function Unknown
sps_RS11120	-0.00334	0.99832	-0.54395	0.77542	-0.54730	0.52214	Na(+)-translocating NADH-quinone reductase subunit C	Energy production and conversion
sps_RS12785	0.00290	0.99832	-0.36467	0.76121	-0.36178	0.52214	DNA-binding response regulator	Signal Transduction
sps_RS06105	0.09535	0.92194	0.39093	0.84648	0.48627	0.52255	ISAs1 family transposase	Replication and repair
sps_RS11320	0.58708	0.25871	-0.19822	0.90698	0.38886	0.52255	collagenase	Cell cycle control and mitosis
sps_RS27035	0.55296	0.34587	-0.13033	0.94151	0.42263	0.52255	molybdate ABC transporter permease subunit	Inorganic ion transport and metabolism
sps_RS03830	-0.78078	0.65762	-0.31619	0.94973	-1.09697	0.52286	DUF2788 domain-containing protein	Function Unknown
sps_RS20760	0.68669	0.36951	-1.23526	0.13068	-0.54857	0.52286	molecular chaperone TorD	Function Unknown
sps_RS05380	-0.35286	0.57398	0.76149	0.29677	0.40862	0.52337	malate dehydrogenase	Energy production and conversion
sps_RS16295	-0.37997	0.50988	-0.00565	0.99594	-0.38561	0.52395	S9 family peptidase	Amino Acid metabolis and transport
sps_RS16120	-0.41015	0.33547	0.10491	0.93566	-0.30524	0.52457	cell division protein FtsA	Cell cycle control and mitosis
sps_RS15640	-0.65350	0.45401	0.06285	0.97919	-0.59065	0.52463	C4-dicarboxylate ABC transporter substrate-binding protein	Inorganic ion transport and metabolism
sps_RS06495	0.95623	0.22737	-0.35868	0.89712	0.59755	0.52529	histidinol dehydrogenase	Amino Acid metabolis and transport
sps_RS07285	-0.50311	0.26345	0.16798	0.91111	-0.33513	0.52571	phage tail sheath family protein	Function Unknown
sps_RS26530	0.50039	0.42905	-0.06233	0.97436	0.43807	0.52571	ABC transporter substrate-binding protein	Amino Acid metabolis and transport
sps_RS14435	-0.34150	0.78197	-0.36347	0.90982	-0.70497	0.52587	curlin	Function Unknown
sps_RS07890	0.86192	0.21694	-0.33549	0.88838	0.52643	0.52608	aspartate carbamoyltransferase	Energy production and conversion
sps_RS00225	1.40417	0.17253	-0.60410	0.85112	0.80007	0.52832	hypothetical protein	Energy production and conversion
sps_RS13200	0.77504	0.05012	-0.44509	0.59088	0.32994	0.52832	NO-inducible flavohemoprotein	Energy production and conversion
sps_RS17950	-0.71642	0.66494	-0.29993	0.94770	-1.01635	0.52832	tRNA-Ala	NA
sps_RS12010	0.18414	0.84522	-0.69642	0.59117	-0.51228	0.52976	succinate dehydrogenase assembly factor 2 family protein	Function Unknown
sps_RS27465	0.00248	0.99832	0.43512	0.77231	0.43759	0.52976	mechanosensitive ion channel protein MscS	Cell wall/membrane/envelop biogenesis
sps_RS11675	0.53135	0.76252	0.48345	0.91702	1.01480	0.53163	hypothetical protein	NA
sps_RS19210	-0.80400	0.46523	0.07161	0.98236	-0.73239	0.53163	hypothetical protein	NA
sps_RS27015	0.46611	0.46232	-0.89513	0.20234	-0.42902	0.53163	DNA-binding response regulator	Signal Transduction
sps_RS12820	0.82387	0.10415	-0.41929	0.75198	0.40458	0.53180	hypothetical protein	Function Unknown
sps_RS05660	-0.37818	0.75235	-0.32149	0.92001	-0.69966	0.53205	tRNA-Asn	NA
sps_RS13825	0.58809	0.39365	-0.10832	0.96217	0.47977	0.53205	lipid A biosynthesis lauroyl acyltransferase	Cell wall/membrane/envelop biogenesis
sps_RS16460	0.41401	0.64564	0.14003	0.95455	0.55404	0.53205	aromatic amino acid lyase	Amino Acid metabolis and transport
sps_RS25700	0.08182	0.91782	-0.47799	0.67956	-0.39617	0.53251	phosphatase PAP2 family protein	Function Unknown
sps_RS10585	0.50802	0.29482	-0.15579	0.92065	0.35223	0.53316	hypothetical protein	Function Unknown
sps_RS24530	0.40532	0.61587	0.10007	0.96637	0.50539	0.53345	hypoxanthine phosphoribosyltransferase	Nucleotide metabolism and transport
sps_RS01375	-0.83458	0.05197	0.48903	0.58859	-0.34556	0.53355	ATPase P	Function Unknown
sps_RS01585	0.61495	0.10822	-0.31229	0.75421	0.30266	0.53355	hypothetical protein	NA
sps_RS07235	0.15595	0.79142	0.17202	0.90662	0.32797	0.53355	ATP-binding protein	Post-translational modification, protein turnover, chaperone functions
sps_RS12860	3.38183	0.00025	-2.50943	0.01806	0.87240	0.53355	hypothetical protein	Function Unknown
sps_RS04085	0.45619	0.53276	0.02190	0.99054	0.47809	0.53365	RND transporter	Cell wall/membrane/envelop biogenesis
sps_RS09480	0.41913	0.59495	0.07797	0.97219	0.49710	0.53365	LysR family transcriptional regulator	Transcription
sps_RS11240	0.62087	0.31012	-0.18090	0.92568	0.43996	0.53365	hypothetical protein	Function Unknown
sps_RS22985	-0.66472	0.15428	0.31160	0.83074	-0.35312	0.53365	hypothetical protein	NA
sps_RS21100	0.52055	0.49067	-0.01896	0.99232	0.50160	0.53462	metallo-beta-lactamase	Function Unknown
sps_RS09345	0.03676	0.97254	0.41412	0.81531	0.45088	0.53691	hypothetical protein	NA
sps_RS01320	0.74234	0.16141	-0.33818	0.84024	0.40415	0.53774	tryptophan permease	Amino Acid metabolis and transport
sps_RS01420	0.36162	0.62933	0.09717	0.96374	0.45878	0.53774	iron-siderophore ABC transporter substrate-binding protein	Inorganic ion transport and metabolism
sps_RS21795	0.81417	0.02193	-0.51311	0.38984	0.30106	0.53774	serine hydrolase	Function Unknown
sps_RS01605	0.02185	0.99289	-0.75167	0.76079	-0.72982	0.53784	YjjI family glycine radical enzyme	Function Unknown
sps_RS11460	-0.05642	0.93282	-0.26820	0.84487	-0.32462	0.53784	DUF4136 domain-containing protein	Function Unknown
sps_RS12005	0.40029	0.67905	0.17844	0.94309	0.57873	0.53794	hypothetical protein	NA
sps_RS01300	0.48681	0.09009	-0.25866	0.71394	0.22815	0.53840	cytochrome c oxidase subunit II	Energy production and conversion
sps_RS01170	0.02122	0.97254	0.23691	0.81531	0.25813	0.53895	class I SAM-dependent methyltransferase	Function Unknown
sps_RS15555	0.16380	0.86823	0.35167	0.88297	0.51548	0.53951	LysR family transcriptional regulator	Transcription
sps_RS00180	-0.00047	1.00000	-0.51738	0.77595	-0.51785	0.53979	ribonuclease P protein component	Translation
sps_RS26600	-0.67365	0.24950	0.24892	0.90265	-0.42473	0.54130	ribulose-phosphate 3-epimerase	Carbohydrate metabolism and transport
sps_RS16830	-2.12481	0.25441	0.76924	0.90291	-1.35558	0.54144	hypothetical protein	NA
sps_RS22225	-0.79725	0.39355	0.16983	0.95345	-0.62742	0.54144	type VI secretion protein	Function Unknown
sps_RS22480	-0.59384	0.55180	-0.03403	0.99005	-0.62787	0.54144	glutathione S-transferase family protein	Post-translational modification, protein turnover, chaperone functions
sps_RS05915	0.05823	0.97953	0.84936	0.81373	0.90758	0.54180	tRNA-Asp	NA
sps_RS15760	0.55920	0.52212	-1.13028	0.26627	-0.57108	0.54206	TlpA family protein disulfide reductase	Post-translational modification, protein turnover, chaperone functions
sps_RS09220	0.37844	0.43075	-0.05479	0.97111	0.32365	0.54219	ATP-dependent protease ATP-binding subunit ClpX	Post-translational modification, protein turnover, chaperone functions
sps_RS02425	-1.16340	0.35552	0.32103	0.93502	-0.84237	0.54226	hypothetical protein	Function Unknown
sps_RS05055	-0.77474	0.29888	0.24331	0.92001	-0.53143	0.54226	antibiotic biosynthesis monooxygenase	Function Unknown
sps_RS08070	0.04665	0.96231	-0.48251	0.73423	-0.43586	0.54226	DUF2062 domain-containing protein	Function Unknown
sps_RS09240	-1.20656	0.36530	0.29646	0.94151	-0.91010	0.54226	tRNA-Arg	NA
sps_RS09945	0.68548	0.39493	-1.24035	0.15655	-0.55487	0.54226	2-methylaconitate cis-trans isomerase PrpF	Function Unknown
sps_RS14015	3.77545	0.00000	-4.27679	0.00000	-0.50135	0.54226	catalase	Inorganic ion transport and metabolism
sps_RS21715	0.83419	0.14715	-0.39581	0.81893	0.43838	0.54226	hypothetical protein	Function Unknown
sps_RS00990	2.07896	0.00001	-1.63255	0.00171	0.44641	0.54296	acylase	Function Unknown
sps_RS22620	0.19021	0.78197	0.18625	0.91702	0.37646	0.54296	pyridoxamine 5'-phosphate oxidase family protein	Function Unknown
sps_RS06865	0.32852	0.34549	-0.08635	0.93502	0.24217	0.54332	sulfurtransferase	Inorganic ion transport and metabolism
sps_RS10215	0.05260	0.95320	-0.46130	0.72783	-0.40870	0.54332	hypothetical protein	Function Unknown
sps_RS16840	-0.50023	0.54874	-0.03140	0.98984	-0.53163	0.54332	hypothetical protein	NA
sps_RS22575	-0.51254	0.68503	-0.23716	0.94361	-0.74970	0.54332	nitrogen regulatory protein P-II 1	Amino Acid metabolis and transport
sps_RS24850	1.30424	0.24410	-0.49291	0.89913	0.81133	0.54529	5S ribosomal RNA	NA
sps_RS25220	0.57040	0.26475	-0.20208	0.90608	0.36832	0.54534	hypothetical protein	Function Unknown
sps_RS04745	-0.21693	0.81592	-0.28594	0.90444	-0.50286	0.54589	protein-disulfide isomerase	Function Unknown
sps_RS24220	4.31181	0.00000	-4.81914	0.00000	-0.50733	0.54595	alkyl hydroperoxide reductase subunit F	Post-translational modification, protein turnover, chaperone functions
sps_RS03510	1.08075	0.07221	-0.60373	0.65956	0.47702	0.54672	UDP-glucose--hexose-1-phosphate uridylyltransferase	Carbohydrate metabolism and transport
sps_RS21320	0.12964	0.86107	0.24972	0.89016	0.37936	0.54756	MFS transporter	Carbohydrate metabolism and transport
sps_RS01760	-0.42427	0.58690	-0.06022	0.97550	-0.48449	0.54845	50S ribosomal protein L10	Translation
sps_RS20535	0.85664	0.16333	-1.32357	0.03568	-0.46693	0.54860	MipA/OmpV family protein	Cell wall/membrane/envelop biogenesis
sps_RS25740	0.72191	0.19472	-0.31269	0.86675	0.40923	0.54860	sodium:proton exchanger	Inorganic ion transport and metabolism
sps_RS01715	-0.56237	0.25755	0.20848	0.90265	-0.35389	0.54869	type I pantothenate kinase	Coenzyme metabolism
sps_RS03575	0.46389	0.73405	0.31970	0.92696	0.78359	0.54908	hypothetical protein	Cell wall/membrane/envelop biogenesis
sps_RS08635	0.57938	0.39626	-0.11700	0.95686	0.46238	0.54914	AraC family transcriptional regulator	Transcription
sps_RS05590	-1.64013	0.41707	0.36067	0.95686	-1.27946	0.54996	tRNA-Tyr	NA
sps_RS08525	0.56884	0.60517	0.10199	0.97285	0.67083	0.54996	nuclear transport factor 2 family protein	Function Unknown
sps_RS16950	-1.02016	0.47531	0.12230	0.97550	-0.89785	0.54996	hypothetical protein	NA
sps_RS22180	-1.72765	0.13092	0.87478	0.78255	-0.85287	0.54996	hypothetical protein	NA
sps_RS06860	0.08392	0.89852	-0.40650	0.67074	-0.32257	0.55016	methionine--tRNA ligase	Translation
sps_RS08745	0.39594	0.25884	-0.14500	0.90265	0.25094	0.55016	50S ribosomal protein L3 N(5)-glutamine methyltransferase	Translation
sps_RS01295	0.64773	0.44360	-1.20458	0.20200	-0.55685	0.55078	cytochrome c oxidase subunit I	Energy production and conversion
sps_RS04320	0.56076	0.43205	-0.09014	0.96825	0.47062	0.55078	PAS domain S-box protein	Signal Transduction
sps_RS06940	-2.01539	0.00331	2.60865	0.00013	0.59326	0.55078	heat-shock protein	Post-translational modification, protein turnover, chaperone functions
sps_RS07060	0.01621	0.98040	-0.27845	0.75910	-0.26223	0.55078	M3 family peptidase	Amino Acid metabolis and transport
sps_RS24785	-1.28504	0.41062	0.24179	0.96217	-1.04325	0.55078	RNA polymerase sigma factor	Transcription
sps_RS09175	0.42165	0.57783	0.04724	0.98185	0.46889	0.55084	peptide ABC transporter permease	Function Unknown
sps_RS22825	0.20888	0.63281	0.05338	0.96637	0.26227	0.55085	glycerate dehydrogenase	Energy production and conversion
sps_RS07015	-0.50777	0.48393	0.97765	0.23758	0.46989	0.55110	ABC transporter	Function Unknown
sps_RS17030	-1.33621	0.09745	0.72063	0.71610	-0.61558	0.55110	hypothetical protein	NA
sps_RS18435	-0.94263	0.01049	0.63418	0.25088	-0.30845	0.55110	aminotransferase DegT	Cell wall/membrane/envelop biogenesis
