DeltaG_Variability	ID	lower_4	upper_4	range_4	lower_15	upper_15	range_15	lower_20	upper_20	range_20	four_fifteen	four_twenty	fifteen_twenty
DeltaG_Variability	HISD1	-26.393088288458042	12.341530968318272	38.7346192568	-27.070599206630927	12.65840715843209	39.7290063651	-29.44514058159382	12.802441790301943	42.2475823719	04CL < 15CL | 04CU < 15CU | 04CR < 15CR	04CL < 20CL | 04CU < 20CU | 04CR < 20CR	15CL < 20CL | 15CU < 20CU | 15CR < 20CR
DeltaG_Variability	HISTD	-58.45537709028807	-2.593478532935464	55.8618985574	-63.28056739369116	-20.243225172893666	43.0373422208	-65.4738357127229	-18.03131563299553	47.4425200797	04CL < 15CL | 04CU < 15CU | 15CR < 04CR	04CL < 20CL | 20CU < 04CU | 20CR < 04CR	15CL < 20CL | 20CU < 15CU | 15CR < 20CR
DeltaG_Variability	HISTP	-58.93037299228499	-13.357980760635453	45.5723922316	-51.001472416651644	-11.272466051349099	39.7290063653	-52.57208719209953	-10.324504820203774	42.2475823719	15CL < 04CL | 15CU < 04CU | 15CR < 04CR	20CL < 04CL | 20CU < 04CU | 20CR < 04CR	15CL < 20CL | 20CU < 15CU | 15CR < 20CR
DeltaG_Variability	HISTRS	NA	NA	NA	NA	NA	NA	NA	NA	NA	No Comparison	No Comparison	No Comparison
DeltaG_Variability	HIUH	-27.4568	7.5735	35.0303	-28.152	8.2687	36.4207	-28.468	8.5847	37.0527	15CL < 04CL | 04CU < 15CU | 04CR < 15CR	20CL < 04CL | 04CU < 20CU | 04CR < 20CR	20CL < 15CL | 15CU < 20CU | 15CR < 20CR
DeltaG_Variability	HMBS	-183.3359030323217	-80.94291706088096	102.392985971	-182.8870618845388	-78.60204218899804	104.285019696	-190.94937064781107	-77.5380081563242	113.411362491	15CL < 04CL | 15CU < 04CU | 04CR < 15CR	04CL < 20CL | 20CU < 04CU | 04CR < 20CR	15CL < 20CL | 20CU < 15CU | 15CR < 20CR
DeltaG_Variability	HMGDx	-24.998715826944785	20.447397136953025	45.4461129639	-27.75889676348746	11.970109601815096	39.7290063653	-29.013524461567478	13.23405791057203	42.2475823721	04CL < 15CL | 15CU < 04CU | 15CR < 04CR	04CL < 20CL | 20CU < 04CU | 20CR < 04CR	15CL < 20CL | 15CU < 20CU | 15CR < 20CR
DeltaG_Variability	HMGL	-60.82791385778499	-8.282422802120468	52.5454910557	-62.57604703429206	-7.945041269580781	54.6310057647	-63.37065302361347	-7.791686027517287	55.5789669961	04CL < 15CL | 15CU < 04CU | 04CR < 15CR	04CL < 20CL | 20CU < 04CU | 04CR < 20CR	15CL < 20CL | 20CU < 15CU | 15CR < 20CR
DeltaG_Variability	HMGSs	-29.9953	22.5502	52.5455	-30.3327	24.2983	54.631	-30.486	25.0929	55.5789	15CL < 04CL | 04CU < 15CU | 04CR < 15CR	20CL < 04CL | 04CU < 20CU | 04CR < 20CR	20CL < 15CL | 15CU < 20CU | 15CR < 20CR
DeltaG_Variability	HOMt2	-22.8212	17.5152	40.3364	-23.7269	19.5957	43.3226	-24.1387	20.6633	44.802	15CL < 04CL | 04CU < 15CU | 04CR < 15CR	20CL < 04CL | 04CU < 20CU | 04CR < 20CR	20CL < 15CL | 15CU < 20CU | 15CR < 20CR
DeltaG_Variability	HOXPRx	11.9305	57.3766	45.4461	9.1703	48.8993	39.729	7.9157	50.1633	42.2476	15CL < 04CL | 15CU < 04CU | 15CR < 04CR	20CL < 04CL | 20CU < 04CU | 20CR < 04CR	20CL < 15CL | 15CU < 20CU | 15CR < 20CR
DeltaG_Variability	HPPDO1	-515.1392119314266	-456.94690564190506	58.1923062895	-515.5628167327844	-453.1495476751924	62.4132690576	-515.7797183733247	-452.51757352093585	63.2621448524	04CL < 15CL | 15CU < 04CU | 04CR < 15CR	04CL < 20CL | 20CU < 04CU | 04CR < 20CR	15CL < 20CL | 20CU < 15CU | 15CR < 20CR
DeltaG_Variability	HPPK	-49.857632963043045	-11.123013706266711	38.7346192568	-51.24797610240752	-12.091194404656466	39.1567816978	-51.87995025690786	-10.750590483705615	41.1293597732	04CL < 15CL | 04CU < 15CU | 04CR < 15CR	04CL < 20CL | 20CU < 04CU | 04CR < 20CR	15CL < 20CL | 20CU < 15CU | 15CR < 20CR
DeltaG_Variability	HPYRRx	-55.4164	-9.9703	45.4461	-46.9391	-7.2101	39.729	-48.203	-5.9555	42.2475	04CL < 15CL | 04CU < 15CU | 15CR < 04CR	04CL < 20CL | 04CU < 20CU | 20CR < 04CR	20CL < 15CL | 15CU < 20CU | 15CR < 20CR
DeltaG_Variability	HPYRRy	-67.4669	-9.6646	57.8023	-57.9723	-7.7478	50.2245	-59.4277	-6.8765	52.5512	04CL < 15CL | 04CU < 15CU | 15CR < 04CR	04CL < 20CL | 04CU < 20CU | 20CR < 04CR	20CL < 15CL | 15CU < 20CU | 15CR < 20CR
DeltaG_Variability	HSDy	0.0	57.6318	57.6318	0.0	48.1373	48.1373	0.0	49.5927	49.5927	04CL == 15CL | 15CU < 04CU | 15CR < 04CR	04CL == 20CL | 20CU < 04CU | 20CR < 04CR	15CL == 20CL | 15CU < 20CU | 15CR < 20CR
DeltaG_Variability	HSK	-46.53006312334304	-0.09555280969260949	46.4345103137	-46.58553803469918	-0.2320573740463594	46.3534806607	-48.55238041696412	-1.0000000010279564e-06	48.552379417	04CL < 15CL | 04CU < 15CU | 15CR < 04CR	04CL < 20CL | 04CU < 20CU | 04CR < 20CR	15CL < 20CL | 15CU < 20CU | 15CR < 20CR
DeltaG_Variability	HSST	-55.52934211934301	-13.241360762256964	42.2879813571	-56.91968525870752	-11.851017622892456	45.0686676358	-57.55165941296411	-11.21904346863586	46.3326159443	04CL < 15CL | 15CU < 04CU | 04CR < 15CR	04CL < 20CL | 20CU < 04CU | 04CR < 20CR	15CL < 20CL | 20CU < 15CU | 15CR < 20CR
DeltaG_Variability	HSTPT	-27.24489208501304	-9.999999974752427e-07	27.244891085	-28.63523522437784	-9.999999974752427e-07	28.6352342244	-29.26720937863412	-9.999999974752427e-07	29.2672083786	04CL < 15CL | 04CU == 15CU | 04CR < 15CR	04CL < 20CL | 04CU == 20CU | 04CR < 20CR	15CL < 20CL | 15CU == 20CU | 15CR < 20CR
DeltaG_Variability	HTHBPD	-167.33538845222154	-132.3050610817785	35.0303273704	-168.0305600219038	-131.60988951209626	36.4206705098	-168.34654709903208	-131.29390243496795	37.0526446641	04CL < 15CL | 15CU < 04CU | 04CR < 15CR	04CL < 20CL | 20CU < 04CU | 04CR < 20CR	15CL < 20CL | 20CU < 15CU | 15CR < 20CR
DeltaG_Variability	HXAD	-46.973599078904996	-0.8171336372541305	46.1564654417	-48.72173225541236	-0.7333305270638952	47.9884017283	-49.516338244733866	-0.695238204250149	48.8211000405	04CL < 15CL | 15CU < 04CU | 04CR < 15CR	04CL < 20CL | 20CU < 04CU | 04CR < 20CR	15CL < 20CL | 20CU < 15CU | 15CR < 20CR
DeltaG_Variability	HXPRT	-53.40097815747629	-4.010681289745214	49.3902968677	-56.8563306637012	-5.365633678768557	51.4906969849	-58.42694543890952	-4.106345675352156	54.3205997636	04CL < 15CL | 04CU < 15CU | 04CR < 15CR	04CL < 20CL | 04CU < 20CU | 04CR < 20CR	15CL < 20CL | 20CU < 15CU | 15CR < 20CR
DeltaG_Variability	ICDHxi	-39.571638939289286	-0.12304658800995583	39.4485923513	-43.38478148241718	-2.050743828951788	41.3340376535	-45.11803009292988	-0.9974535718574487	44.1205765211	04CL < 15CL | 04CU < 15CU | 04CR < 15CR	04CL < 20CL | 04CU < 20CU | 04CR < 20CR	15CL < 20CL | 20CU < 15CU | 15CR < 20CR
DeltaG_Variability	ICDHy	-39.8773	8.6055	48.4828	-42.8471	-0.0	42.8471	-44.197	-0.0	44.197	15CL < 04CL | 15CU < 04CU | 15CR < 04CR	20CL < 04CL | 20CU < 04CU | 20CR < 04CR	20CL < 15CL | 15CU == 20CU | 15CR < 20CR
DeltaG_Variability	ICHORSi	-16.54615622596851	-9.99999993922529e-07	16.546155226	-17.24132779565076	-9.99999993922529e-07	17.2413267957	-17.55731487277906	-9.99999993922529e-07	17.5573138728	04CL < 15CL | 04CU == 15CU | 04CR < 15CR	04CL < 20CL | 04CU == 20CU | 04CR < 20CR	15CL < 20CL | 15CU == 20CU | 15CR < 20CR
DeltaG_Variability	ICL	-30.007644390815	-9.999999974752427e-07	30.0076433908	-28.061373777685393	-9.99999993922529e-07	28.0613727777	-29.9479756302616	15.120989028713096	45.068964659	15CL < 04CL | 15CU < 04CU | 15CR < 04CR	20CL < 04CL | 04CU < 20CU | 04CR < 20CR	15CL < 20CL | 15CU < 20CU | 15CR < 20CR
DeltaG_Variability	IG3PS	-133.9216825730613	-61.16602181313546	72.7556607599	-140.47806850443584	-59.08050710384914	81.3975614006	-141.58866157088553	-58.132545872703815	83.4561156982	04CL < 15CL | 15CU < 04CU | 04CR < 15CR	04CL < 20CL | 20CU < 04CU | 04CR < 20CR	15CL < 20CL | 20CU < 15CU | 15CR < 20CR
DeltaG_Variability	IGPDH	-65.4383592620215	-30.40803189157849	35.0303273704	-66.13353083170375	-29.71286032189624	36.4206705098	-66.44951790883206	-29.39687324476794	37.0526446641	04CL < 15CL | 15CU < 04CU | 04CR < 15CR	04CL < 20CL | 20CU < 04CU | 04CR < 20CR	15CL < 20CL | 20CU < 15CU | 15CR < 20CR
DeltaG_Variability	IGPS	-99.07502378094587	-46.529534724820465	52.5454890561	-100.82315695723165	-46.192153192280784	54.631003765	-101.61776494631388	-46.038797950217294	55.5789669961	15CL < 04CL | 15CU < 04CU | 04CR < 15CR	20CL < 04CL | 20CU < 04CU | 04CR < 20CR	15CL < 20CL | 20CU < 15CU | 15CR < 20CR
DeltaG_Variability	ILEDH2	0.0	39.1945	39.1945	0.0	30.3389	30.3389	0.0	31.4309	31.4309	04CL == 15CL | 15CU < 04CU | 15CR < 04CR	04CL == 20CL | 20CU < 04CU | 20CR < 04CR	15CL == 20CL | 15CU < 20CU | 15CR < 20CR
DeltaG_Variability	ILETA	-18.0405	23.0641	41.1046	-23.9647	24.4545	48.4192	-24.1087	25.0865	49.1952	15CL < 04CL | 04CU < 15CU | 04CR < 15CR	20CL < 04CL | 04CU < 20CU | 04CR < 20CR	20CL < 15CL | 15CU < 20CU | 15CR < 20CR
DeltaG_Variability	ILETRS	NA	NA	NA	NA	NA	NA	NA	NA	NA	No Comparison	No Comparison	No Comparison
DeltaG_Variability	ILEt4	-28.127192991726616	35.03032637044302	63.1575193622	-23.72694359067773	36.42066950980753	60.1476131005	-50.37949806365015	37.05264366406412	87.4321417277	15CL < 04CL | 04CU < 15CU | 15CR < 04CR	04CL < 20CL | 04CU < 20CU | 04CR < 20CR	15CL < 20CL | 15CU < 20CU | 15CR < 20CR
DeltaG_Variability	IMPC	0.0	12.5319	12.5319	0.0	16.6581	16.6581	0.0	17.9128	17.9128	04CL == 15CL | 04CU < 15CU | 04CR < 15CR	04CL == 20CL | 04CU < 20CU | 04CR < 20CR	15CL == 20CL | 15CU < 20CU | 15CR < 20CR
DeltaG_Variability	IMPD	-10.655678610954787	-9.997695613606083e-07	10.6556776112	-13.415859547257863	-9.997603918066034e-07	13.4158585475	-14.670487245577466	-9.997562528951676e-07	14.6704862458	04CL < 15CL | 15CU < 04CU | 04CR < 15CR	04CL < 20CL | 20CU < 04CU | 04CR < 20CR	15CL < 20CL | 20CU < 15CU | 15CR < 20CR
DeltaG_Variability	INDOLEt2	-22.8212	17.5152	40.3364	-23.7269	19.5957	43.3226	-24.1387	20.6633	44.802	15CL < 04CL | 04CU < 15CU | 04CR < 15CR	20CL < 04CL | 04CU < 20CU | 04CR < 20CR	20CL < 15CL | 15CU < 20CU | 15CR < 20CR
DeltaG_Variability	INSK	-46.36477748197632	-6.789753742592108	39.5750237394	-48.48526176019288	-6.9262578069463565	41.5590039532	-51.39074476340952	-6.097962807967207	45.2927819554	04CL < 15CL | 04CU < 15CU | 04CR < 15CR	04CL < 20CL | 20CU < 04CU | 04CR < 20CR	15CL < 20CL | 20CU < 15CU | 15CR < 20CR
DeltaG_Variability	IPDPS	-83.70651924324304	-38.26040627934522	45.4461129639	-75.2292317081051	-35.50022534304213	39.7290063651	-76.49318001686203	-34.24559764472252	42.2475823721	15CL < 04CL | 15CU < 04CU | 15CR < 04CR	20CL < 04CL | 20CU < 04CU | 20CR < 04CR	15CL < 20CL | 20CU < 15CU | 15CR < 20CR
DeltaG_Variability	IPMD	-10.438667290454784	-9.999999974752427e-07	10.4386662905	-13.198848226997459	-9.999999974752427e-07	13.198847227	-14.453475925077484	-9.999999974752427e-07	14.4534749251	04CL < 15CL | 04CU == 15CU | 04CR < 15CR	04CL < 20CL | 04CU == 20CU | 04CR < 20CR	15CL < 20CL | 15CU == 20CU | 15CR < 20CR
DeltaG_Variability	IPPMIa	NA	NA	NA	NA	NA	NA	NA	NA	NA	No Comparison	No Comparison	No Comparison
DeltaG_Variability	IPPMIb	0.0	28.6112	28.6112	0.0	29.3064	29.3064	0.0	29.6224	29.6224	04CL == 15CL | 04CU < 15CU | 04CR < 15CR	04CL == 20CL | 04CU < 20CU | 04CR < 20CR	15CL == 20CL | 15CU < 20CU | 15CR < 20CR
DeltaG_Variability	IPPS	-57.47428677624302	-9.999999974752427e-07	57.4742857762	-58.86462991560754	-4.1057914127708095	54.7588385028	-59.49660407008512	-2.6131148489426614	56.8834892211	04CL < 15CL | 15CU < 04CU | 15CR < 04CR	04CL < 20CL | 20CU < 04CU | 20CR < 04CR	15CL < 20CL | 20CU < 15CU | 15CR < 20CR
DeltaG_Variability	IZPN	2.7872751196784904	37.8176024901215	35.0303273704	2.0921035499962386	38.51277405980376	36.4206705098	1.7761164728679404	38.82876113693206	37.0526446641	15CL < 04CL | 04CU < 15CU | 04CR < 15CR	20CL < 04CL | 04CU < 20CU | 04CR < 20CR	20CL < 15CL | 15CU < 20CU | 15CR < 20CR
DeltaG_Variability	KARA2i	-47.02924301404302	-9.999999974752427e-07	47.029242014	-37.534652325722405	-9.999999974752427e-07	37.5346513257	-38.99004989131687	-9.999999974752427e-07	38.9900488913	15CL < 04CL | 04CU == 15CU | 15CR < 04CR	20CL < 04CL | 04CU == 20CU | 20CR < 04CR	15CL < 20CL | 15CU == 20CU | 15CR < 20CR
DeltaG_Variability	KAS15	-53.34169859005738	-9.999999974752427e-07	53.3416975901	-55.785003335785824	-9.99999993922529e-07	55.7850023358	-56.895598402235535	-9.999999956988859e-07	56.8955974022	04CL < 15CL | 15CU < 04CU | 04CR < 15CR	04CL < 20CL | 20CU < 04CU | 04CR < 20CR	15CL < 20CL | 15CU < 20CU | 15CR < 20CR
DeltaG_Variability	KAS16	NA	NA	NA	NA	NA	NA	NA	NA	NA	No Comparison	No Comparison	No Comparison
DeltaG_Variability	KDOPP	-56.485907581685	-10.913515350035459	45.5723922316	-48.55700700605168	-8.828000640749101	39.7290063653	-50.12762178149954	-7.880039409603775	42.2475823719	15CL < 04CL | 04CU < 15CU | 15CR < 04CR	20CL < 04CL | 04CU < 20CU | 20CR < 04CR	15CL < 20CL | 20CU < 15CU | 15CR < 20CR
DeltaG_Variability	KDOPS	-99.86215002324302	-36.774594106371964	63.0875559169	-82.60185365459145	-33.6361177905004	48.9657358641	-83.53585547928259	-32.20953764692239	51.3263178324	15CL < 04CL | 15CU < 04CU | 15CR < 04CR	20CL < 04CL | 20CU < 04CU | 20CR < 04CR	15CL < 20CL | 20CU < 15CU | 15CR < 20CR
DeltaG_Variability	Kt2i	-27.929644359814162	-9.999999974752427e-07	27.9296433598	-28.901371064190187	-9.999999903698154e-07	28.9013700642	-29.34361358096384	-9.99999993922529e-07	29.343612581	04CL < 15CL | 15CU < 04CU | 04CR < 15CR	04CL < 20CL | 20CU < 04CU | 04CR < 20CR	15CL < 20CL | 15CU < 20CU | 15CR < 20CR
DeltaG_Variability	Kt3	-10.61202930650475	23.523599101538846	34.135628408	-11.033217671547323	25.888804094468114	36.922021766	-11.224666928384881	27.099470447288535	38.3241373757	04CL < 15CL | 04CU < 15CU | 04CR < 15CR	04CL < 20CL | 04CU < 20CU | 04CR < 20CR	15CL < 20CL | 15CU < 20CU | 15CR < 20CR
DeltaG_Variability	L-LACt2	-22.8212	17.5152	40.3364	-23.7269	19.5957	43.3226	-24.1387	20.6633	44.802	15CL < 04CL | 04CU < 15CU | 04CR < 15CR	20CL < 04CL | 04CU < 20CU | 04CR < 20CR	20CL < 15CL | 15CU < 20CU | 15CR < 20CR
DeltaG_Variability	LDH_Dir	-48.5755	-3.1294	45.4461	-40.0982	-0.3692	39.729	-41.3622	-0.0	41.3622	04CL < 15CL | 04CU < 15CU | 15CR < 04CR	04CL < 20CL | 04CU < 20CU | 20CR < 04CR	20CL < 15CL | 15CU < 20CU | 15CR < 20CR
DeltaG_Variability	LEUTA	-12.7631	34.5931	47.3562	-21.8258	35.9834	57.8092	-23.3964	36.6154	60.0118	15CL < 04CL | 04CU < 15CU | 04CR < 15CR	20CL < 04CL | 04CU < 20CU | 04CR < 20CR	20CL < 15CL | 15CU < 20CU | 15CR < 20CR
DeltaG_Variability	LEUTRS	NA	NA	NA	NA	NA	NA	NA	NA	NA	No Comparison	No Comparison	No Comparison
DeltaG_Variability	LEUt4	-28.127192991726616	35.03032637044302	63.1575193622	-23.72694359067773	36.420669509807524	60.1476131005	-50.37949806365056	37.052643664064114	87.4321417277	15CL < 04CL | 04CU < 15CU | 15CR < 04CR	04CL < 20CL | 04CU < 20CU | 04CR < 20CR	15CL < 20CL | 15CU < 20CU | 15CR < 20CR
DeltaG_Variability	LGTHL	-32.863862361079526	19.681628694584994	52.5454910557	-33.20124389361922	21.42976187109206	54.6310057647	-33.35459913568272	22.224367860413462	55.5789669961	04CL < 15CL | 04CU < 15CU | 04CR < 15CR	04CL < 20CL | 04CU < 20CU | 04CR < 20CR	15CL < 20CL | 15CU < 20CU | 15CR < 20CR
DeltaG_Variability	LIPID_SYNTHESIS	NA	NA	NA	NA	NA	NA	NA	NA	NA	No Comparison	No Comparison	No Comparison
DeltaG_Variability	LLEUDr	5.2774	50.7235	45.4461	2.1389	41.8679	39.729	0.7123	42.9599	42.2476	15CL < 04CL | 15CU < 04CU | 15CR < 04CR	20CL < 04CL | 20CU < 04CU | 20CR < 04CR	20CL < 15CL | 15CU < 20CU | 15CR < 20CR
DeltaG_Variability	LPADSS	-37.25045084643301	-9.999999974752427e-07	37.2504498464	-38.64079398579752	-9.999999974752427e-07	38.6407929858	-39.27276814005412	-9.999999974752427e-07	39.2727671401	04CL < 15CL | 04CU == 15CU | 04CR < 15CR	04CL < 20CL | 04CU == 20CU | 04CR < 20CR	15CL < 20CL | 15CU == 20CU | 15CR < 20CR
DeltaG_Variability	LPSSYN_core	NA	NA	NA	NA	NA	NA	NA	NA	NA	No Comparison	No Comparison	No Comparison
DeltaG_Variability	LPS_SYNTHESIS	NA	NA	NA	NA	NA	NA	NA	NA	NA	No Comparison	No Comparison	No Comparison
DeltaG_Variability	LYSTRS	NA	NA	NA	NA	NA	NA	NA	NA	NA	No Comparison	No Comparison	No Comparison
DeltaG_Variability	LYSt3	-22.821177838473886	17.515162685221505	40.3363405237	-23.72694359067742	19.59565181516337	43.3225954058	-24.1386552962245	20.66326827459654	44.8019235708	04CL < 15CL | 04CU < 15CU | 04CR < 15CR	04CL < 20CL | 04CU < 20CU | 04CR < 20CR	15CL < 20CL | 15CU < 20CU | 15CR < 20CR
DeltaG_Variability	MACPD	-62.61051106311545	-15.718997717987694	46.8915133451	-64.35864423939206	-18.540605400355247	45.818038839	-65.15325222871346	-15.629810269653756	49.5234419591	04CL < 15CL | 04CU < 15CU | 15CR < 04CR	04CL < 20CL | 20CU < 04CU | 04CR < 20CR	15CL < 20CL | 20CU < 15CU | 15CR < 20CR
DeltaG_Variability	MALS	-64.26768347344301	-18.208578170741532	46.0591053027	-65.65802661280752	-23.830698078155695	41.8273285347	-66.29000076706413	-9.406511546142664	56.8834892209	04CL < 15CL | 04CU < 15CU | 15CR < 04CR	04CL < 20CL | 04CU < 20CU | 04CR < 20CR	15CL < 20CL | 15CU < 20CU | 15CR < 20CR
DeltaG_Variability	MAN1PT2	-27.501500764213016	35.58605515265805	63.0875559169	-19.214810151437128	38.7245314687692	57.9393416202	-20.622793091820203	40.15111161210761	60.7739047039	15CL < 04CL | 04CU < 15CU | 15CR < 04CR	20CL < 04CL | 04CU < 20CU | 20CR < 04CR	15CL < 20CL | 15CU < 20CU | 15CR < 20CR
DeltaG_Variability	MCCC	-657.2442631536645	-584.3967935648102	72.8474695889	-645.0095400275464	-580.7318364454064	64.2777035821	-646.4175229679338	-579.0659468457299	67.3515761222	15CL < 04CL | 15CU < 04CU | 15CR < 04CR	20CL < 04CL | 20CU < 04CU | 20CR < 04CR	15CL < 20CL | 20CU < 15CU | 15CR < 20CR
DeltaG_Variability	MCITD	-35.13998591102151	-0.10965854057849	35.0303273704	-35.83515748070376	0.5855130291037618	36.4206705098	-36.151144557832055	0.90150010623206	37.0526446641	04CL < 15CL | 04CU < 15CU | 04CR < 15CR	04CL < 20CL | 04CU < 20CU | 04CR < 20CR	15CL < 20CL | 15CU < 20CU | 15CR < 20CR
DeltaG_Variability	MCITS	-78.02632855704302	-18.223183514735457	59.8031450423	-79.4166716964075	-16.13766880568872	63.2790028907	-80.04864585066412	-15.189707574303796	64.8589382764	04CL < 15CL | 15CU < 04CU | 04CR < 15CR	04CL < 20CL | 20CU < 04CU | 04CR < 20CR	15CL < 20CL | 20CU < 15CU | 15CR < 20CR
DeltaG_Variability	MCOATA	-36.8311	-0.0	36.8311	-38.2214	-0.0	38.2214	-38.8534	-0.0	38.8534	15CL < 04CL | 04CU == 15CU | 04CR < 15CR	20CL < 04CL | 04CU == 20CU | 04CR < 20CR	20CL < 15CL | 15CU == 20CU | 15CR < 20CR
DeltaG_Variability	MDH	21.6659	53.368	31.7021	17.8527	44.8907	27.038	3.907	46.1546	42.2476	15CL < 04CL | 15CU < 04CU | 15CR < 04CR	20CL < 04CL | 20CU < 04CU | 04CR < 20CR	20CL < 15CL | 15CU < 20CU | 15CR < 20CR
DeltaG_Variability	MDRPD	-68.82602993312152	-33.79570256267849	35.0303273704	-69.52120150280376	-33.10053099299624	36.4206705098	-69.83718857993206	-32.78454391586794	37.0526446641	04CL < 15CL | 15CU < 04CU | 04CR < 15CR	04CL < 20CL | 20CU < 04CU | 04CR < 20CR	15CL < 20CL | 20CU < 15CU | 15CR < 20CR
DeltaG_Variability	ME2	-26.549361804292182	-9.995391323514013e-07	26.5493608048	-30.572108960488286	-9.999999761589606e-07	30.5721079605	-44.61309261604623	26.46443419356377	71.0775268096	04CL < 15CL | 04CU < 15CU | 04CR < 15CR	04CL < 20CL | 04CU < 20CU | 04CR < 20CR	15CL < 20CL | 15CU < 20CU | 15CR < 20CR
DeltaG_Variability	MEAMP1_GLU-ASP	-36.4166	10.0281	46.4447	-41.6381	10.3655	52.0036	-43.9839	10.5188	54.5027	15CL < 04CL | 04CU < 15CU | 04CR < 15CR	20CL < 04CL | 04CU < 20CU | 04CR < 20CR	20CL < 15CL | 15CU < 20CU | 15CR < 20CR
DeltaG_Variability	MEAMP1_GLY-ASP	-32.4102	13.634	46.0442	-39.1084	13.9714	53.0798	-41.4542	14.1248	55.579	15CL < 04CL | 04CU < 15CU | 04CR < 15CR	20CL < 04CL | 04CU < 20CU | 04CR < 20CR	20CL < 15CL | 15CU < 20CU | 15CR < 20CR
DeltaG_Variability	MEAMP1_GLY-GLU	-34.5909	7.1755	41.7664	-46.0419	7.5129	53.5548	-46.8365	7.6662	54.5027	15CL < 04CL | 04CU < 15CU | 04CR < 15CR	20CL < 04CL | 04CU < 20CU | 04CR < 20CR	20CL < 15CL | 15CU < 20CU | 15CR < 20CR
DeltaG_Variability	MECDPDH	NA	NA	NA	NA	NA	NA	NA	NA	NA	No Comparison	No Comparison	No Comparison
DeltaG_Variability	MECDPS	NA	NA	NA	NA	NA	NA	NA	NA	NA	No Comparison	No Comparison	No Comparison
DeltaG_Variability	MEPCT	-81.74548875774302	-25.495705815745215	56.249782942	-83.13583189710751	-26.85065820476856	56.2851736923	-83.76780605136412	-25.59137020135216	58.17643585	04CL < 15CL | 04CU < 15CU | 04CR < 15CR	04CL < 20CL | 04CU < 20CU | 04CR < 20CR	15CL < 20CL | 20CU < 15CU | 15CR < 20CR
DeltaG_Variability	MET-LABC	-83.04350292709151	-34.684295847473706	48.3592070796	-63.23766926224327	-32.07230033489475	31.1653689273	-66.37889881313907	-30.885029647411216	35.4938691657	15CL < 04CL | 15CU < 04CU | 15CR < 04CR	20CL < 04CL | 20CU < 04CU | 20CR < 04CR	15CL < 20CL | 20CU < 15CU | 15CR < 20CR
DeltaG_Variability	METAT	-10.542065861206535	-9.999999797116743e-07	10.5420648612	-3.3083368552553942	-9.999999885934585e-07	3.30833585526	-5.194938707831593	-9.99999983264388e-07	5.19493770783	04CL < 15CL | 04CU < 15CU | 15CR < 04CR	04CL < 20CL | 04CU < 20CU | 20CR < 04CR	15CL < 20CL | 20CU < 15CU | 15CR < 20CR
DeltaG_Variability	METGL	130.81513606490844	180.0918201828913	49.276684118	129.08466353991074	172.12200576022914	43.0373422203	126.23150325275475	173.67402333248214	47.4425200797	15CL < 04CL | 15CU < 04CU | 15CR < 04CR	20CL < 04CL | 20CU < 04CU | 20CR < 04CR	20CL < 15CL | 15CU < 20CU | 15CR < 20CR
DeltaG_Variability	METS	-197.7808821677315	-151.82185911167866	45.9590230561	-192.2952863382875	-146.61837342894665	45.6769129093	-194.97649418018509	-144.81623814893587	50.1602560312	15CL < 04CL | 15CU < 04CU | 15CR < 04CR	20CL < 04CL | 20CU < 04CU | 04CR < 20CR	15CL < 20CL | 20CU < 15CU | 15CR < 20CR
DeltaG_Variability	METTRS	NA	NA	NA	NA	NA	NA	NA	NA	NA	No Comparison	No Comparison	No Comparison
DeltaG_Variability	MGCH	-6.389072135921509	28.64125523452151	35.0303273704	-7.084243705603761	29.336426804203757	36.4206705098	-7.400230782732059	29.65241388133206	37.0526446641	04CL < 15CL | 04CU < 15CU | 04CR < 15CR	04CL < 20CL | 04CU < 20CU | 04CR < 20CR	15CL < 20CL | 15CU < 20CU | 15CR < 20CR
DeltaG_Variability	MGt3	6.5572781935877416	32.541867679664215	25.9845894861	6.270364330224652	35.31124782758844	29.0408834974	6.142143178743211	36.71926375202989	30.5771205733	15CL < 04CL | 04CU < 15CU | 04CR < 15CR	20CL < 04CL | 04CU < 20CU | 04CR < 20CR	20CL < 15CL | 15CU < 20CU | 15CR < 20CR
DeltaG_Variability	MGt5	0.0	18.8786	18.8786	0.0	19.9015	19.9015	0.0	20.3654	20.3654	04CL == 15CL | 04CU < 15CU | 04CR < 15CR	04CL == 20CL | 04CU < 20CU | 04CR < 20CR	15CL == 20CL | 15CU < 20CU | 15CR < 20CR
DeltaG_Variability	MI1PP	-78.93434857238499	-33.36195634073545	45.5723922316	-71.00544799675167	-31.2764416314491	39.7290063653	-72.57606277219955	-30.328480400303775	42.2475823719	15CL < 04CL | 15CU < 04CU | 15CR < 04CR	20CL < 04CL | 20CU < 04CU | 20CR < 04CR	15CL < 20CL | 20CU < 15CU | 15CR < 20CR
DeltaG_Variability	MICITH	0.10839103317849208	35.13871840362151	35.0303273704	-0.5867805365037597	35.833889973303755	36.4206705098	-0.9027676136320579	36.14987705043206	37.0526446641	15CL < 04CL | 04CU < 15CU | 04CR < 15CR	20CL < 04CL | 04CU < 20CU | 04CR < 20CR	15CL < 20CL | 15CU < 20CU | 15CR < 20CR
